traffic_report_id,published_date,issue_reported,latitude,longitude,address,traffic_report_status,agency
8422051640D7C9A740564EFF35FBDCE111C6C557_1568227563,2019-09-11T18:46:03.000Z,Traffic Hazard,30.409904,-97.850915,7709 N Fm 620 Rd,ARCHIVED,
D9B6765DFC562D6CED8A8AA9CFCF1ACDA82DCAA3_1563220618,2019-07-15T19:56:58.000Z,Traffic Hazard,30.263826,-97.747729,1-99 Guadalupe St,ARCHIVED,
89CA91E6C9B28BDCFB629B12758F955D21072594_1566164531,2019-08-18T21:42:11.000Z,Crash Service,30.353103,-97.714197,ANDERSON SQ & RESEARCH BLVD SVRD NB,ARCHIVED,
1D4819FD179F9926C5063C1C33BC8A7D791FBC26_1562871684,2019-07-11T19:01:24.000Z,COLLISION,30.25412,-97.605291,12200-blk FM 969 RD,ARCHIVED,
99E8211A93F176BB670C12FB301CEBB68B0F01FA_1568133025,2019-09-10T16:30:25.000Z,Traffic Hazard,30.428458,-97.681226,1745-1749 W Howard Ln,ARCHIVED,
910272EF0D3D2747FBCF8BBF223ACF5CB45A4B35_1567776171,2019-09-06T13:22:51.000Z,Traffic Hazard,30.266876,-97.745871,Lavaca St & W 4th St,ARCHIVED,
E7D24D494117446B0556377ACF5F693114048919_1562816484,2019-07-11T03:41:24.000Z,TRFC HAZD/ DEBRIS,30.511144,-97.911684,Fm 1431 Rd & Nameless Rd,ARCHIVED,
8CC3C1DF10AF3703F8D99BE09290114EF658B116_1562869846,2019-07-11T18:30:46.000Z,Traffic Hazard,30.434989,-97.824306,10103 Chestnut Ridge Rd,ARCHIVED,
F594216AB73D45120DC603E926DA86C1AE918428_1564454361,2019-07-30T02:39:21.000Z,COLLISION,30.337669,-97.558516,N Fm 973 Rd & S Lexington St,ARCHIVED,
F5F021C67E90384CA25475CBB107B5EC7CFDB055_1562002369,2019-07-01T17:32:49.000Z,Crash Service,30.341125,-97.702831,7700 Chevy Chase Dr,ARCHIVED,
7F3E682394BD7B575D3C6A9AFDE8D8DFCC488A0A_1566615928,2019-08-24T03:05:28.000Z,COLLISION WITH INJURY,30.246875,-97.930156,10120-10399 Circle Dr,ARCHIVED,
8422051640D7C9A740564EFF35FBDCE111C6C557_1565978833,2019-08-16T18:07:13.000Z,Traffic Hazard,30.352448,-97.795281,N Capital Of Texas Hwy Nb & West Courtyard Dr,ARCHIVED,
88DC38E029C5FF35ED3F103FACA7EC14E7D77073_1564019391,2019-07-25T01:49:51.000Z,zSTALLED VEHICLE,30.303815,-97.713875,4600 N IH 35 NB,ARCHIVED,
2B80090196FBBD61985EA7F2FC5C2F6AA4E1F134_1559855285,2019-06-06T21:08:05.000Z,Traffic Hazard,30.35047,-97.730618,7516 St Phillip St,ARCHIVED,
178116E63A31913AB6DA9AB6D92CB510DEA7964C_1565995649,2019-08-16T22:47:29.000Z,Traffic Hazard,30.202479,-97.719719,6300 E Stassney Ln,ARCHIVED,
40B4EFAAA821A3B5B1282B8C60E1B82C3B05BAAE_1559514154,2019-06-02T22:22:34.000Z,Crash Urgent,30.30485,-97.715916,Airport Blvd & E 46th St,ARCHIVED,
3ECABDEBF8352E919131B46CFEBCFD6963486998_1569505508,2019-09-26T13:45:08.000Z,Traffic Hazard,30.16908,-97.738566,6311-6323 E William Cannon Dr,ARCHIVED,
FB21052C91D54236F8B126EFE00C629662C849FB_1567601524,2019-09-04T12:52:04.000Z,Crash Urgent,30.265152,-97.671458,1900-3021 Ed Bluestein Blvd Nb,ARCHIVED,
02EFB6CDABCF363D66DA0FC33416F45873AC7D57_1560590098,2019-06-15T09:14:58.000Z,COLLISION,30.310023,-97.63815,6800 Breezy Hill Dr,ARCHIVED,
D45F2755EB14B7C896AD4536D59CBE62B3069344_1565578909,2019-08-12T03:01:49.000Z,Crash Urgent,30.40803,-97.675235,N Ih 35 Svrd Sb & W Parmer Ln,ARCHIVED,
5BF575DEDE587691D854C1B985EFF29701C35FCA_1560138769,2019-06-10T03:52:49.000Z,TRFC HAZD/ DEBRIS,30.069982,-97.717813,6600-blk Old Lockhart Hwy,ARCHIVED,
D9B6765DFC562D6CED8A8AA9CFCF1ACDA82DCAA3_1566237632,2019-08-19T18:00:32.000Z,Traffic Hazard,30.162832,-97.800718,9800-9936 S 1ST ST,ARCHIVED,
76649921C3D3910320E24E39569D4F3776760A55_1568304857,2019-09-12T16:14:17.000Z,Crash Service,30.262417,-97.789305,2998-3003 Barton Skwy,ARCHIVED,
6DCD893290A7BAAAE34612719B32E34651AAB157_1562765429,2019-07-10T13:30:29.000Z,Traffic Hazard,30.305856,-97.751148,Kerbey Ln & W 34th St,ARCHIVED,
793FB87490C33B038AF1310868C64BF55928478F_1565486301,2019-08-11T01:18:21.000Z,Traffic Hazard,30.463891,-97.810622,Deerbrook Trl & N Fm 620 Rd,ARCHIVED,
8639C2E8C44D79A5AFAF095AA46F9C9231829B72_1565914144,2019-08-16T00:09:04.000Z,Crash Service,30.238997,-97.72621,2205 E Riverside Dr,ARCHIVED,
08035191DD04AF9D68F7F8A779CAE1181F1937A1_1561476548,2019-06-25T15:29:08.000Z,Traffic Hazard,30.247482,-97.873318,Journeyville Dr & Terravista Dr,ARCHIVED,
33B82C2ED923EBF1BEAC12F4A41AAF1D4D58B29D_1562367346,2019-07-05T22:55:46.000Z,Crash Service,30.172116,-97.799221,509 W Slaughter Ln,ARCHIVED,
94F2C41FB496C662BA09932C53C156E2BD34DBCF_1560786854,2019-06-17T15:54:14.000Z,TRFC HAZD/ DEBRIS,30.397455,-97.927671,3700 N Fm 620 Rd,ARCHIVED,
A7095041184FCA321A7B69AFA0B28972142BC486_1561392958,2019-06-24T16:15:58.000Z,Traffic Hazard,30.413218,-97.690618,W Parmer Ln & Metric Blvd,ARCHIVED,
6B50CE41B5C59434A9AC16FC818EA5507009C7E5_1568925259,2019-09-19T20:34:19.000Z,COLLISION,30.275092,-97.801289,3300 BEE CAVES RD,ARCHIVED,
260DCC7B5B2C83DE295DD43F7FBC75BC39F857B9_1566004612,2019-08-17T01:16:52.000Z,Crash Service,30.3579,-97.687501,E Rundberg Ln & N Ih 35 Svrd Nb,ARCHIVED,
C04038A9EFD402B01F5733A5DF5E0248D29A1AD8_1569807528,2019-09-30T01:38:48.000Z,Crash Service,30.155849,-97.790368,10001 S Ih 35 Svrd Nb,ARCHIVED,
7C83F057E0C3BCAC5D8322031E3E959FD0E96716_1562166636,2019-07-03T15:10:36.000Z,Traffic Hazard,30.363211,-97.717487,1661-1662 Ohlen Rd,ARCHIVED,
416F8F6E105370E7B9D0FD983141F00B613477F8_1569963715,2019-10-01T21:01:55.000Z,Crash Urgent,30.218082,-97.690595,E Ben White Blvd Svrd Eb & E Riverside Dr,ARCHIVED,
8B2DD04E87577952ED20D966FFB1E252744CDB5F_1560800287,2019-06-17T19:38:07.000Z,Crash Urgent,30.237168,-97.823042,3900-3925 Southwest Pkwy,ARCHIVED,
C8FEC85A455710F14E0055CA980D0E274E25B882_1561918243,2019-06-30T18:10:43.000Z,Crash Urgent,30.352511,-97.72323,W Anderson Ln & Woodrow Ave,ARCHIVED,
66C9001ED3D7697B23819BF3B9EFBD504E52389D_1566928252,2019-08-27T17:50:52.000Z,Traffic Hazard,30.229137,-97.786213,1400-1922 W Ben White Blvd Wb,ARCHIVED,
8422051640D7C9A740564EFF35FBDCE111C6C557_1569608511,2019-09-27T18:21:51.000Z,Traffic Hazard,30.395723,-97.732467,3700-3720 W Braker Ln,ARCHIVED,
CAD61CA1C4FBAD3BE96E27E0B1ECD5DE3B4D5C25_1564346495,2019-07-28T20:41:35.000Z,Crash Service,30.407863,-97.673951,N Ih 35 Svrd Nb & W Parmer Ln,ARCHIVED,
CA9E263D07340B8B04EEA95E4172CCB3800E773A_1560902830,2019-06-19T00:07:10.000Z,zSTALLED VEHICLE,30.181776,-97.776855,S Ih 35 Svrd Sb & E William Cannon To 35 Sb Ramp,ARCHIVED,
B58E4E3D5854B4F054FEE18B0F37F1040F62A135_1568760614,2019-09-17T22:50:14.000Z,COLLISN/ LVNG SCN,30.348765,-97.558857,11032 E Us 290 Hwy Wb,ARCHIVED,
5979226D3B0DCE97C6509620C4A1FD240B3277B8_1560657017,2019-06-16T03:50:17.000Z,zSTALLED VEHICLE,30.24025,-97.72704,E Riverside Dr & Burton Dr,ARCHIVED,
C5E8754637504E5EBF868EFC915AE09CB8BA1C3B_1561093298,2019-06-21T05:01:38.000Z,TRFC HAZD/ DEBRIS,30.457382,-97.845787,Fm 2769 Rd & Dies Ranch Rd,ARCHIVED,
0DCEDD9FF2B9E09E7BF85EEEC8CA731A3D606372_1561044142,2019-06-20T15:22:22.000Z,Traffic Hazard,30.403691,-97.854068,N Fm 620 Rd & Fm 2222 Rd,ARCHIVED,
611425A9F0DDA81385E5B04298E7DFD179400131_1564759548,2019-08-02T15:25:48.000Z,COLLISION,30.349107,-97.541452,11925-12033 E US 290 HWY EB,ARCHIVED,
4E90091068533B241B2634A3599D34ABCA4C11AF_1564413243,2019-07-29T15:14:03.000Z,Traffic Hazard,30.319714,-97.684664,6812 Mira Loma Ln,ARCHIVED,
21FF0C98F5FD5754371C16C4CC6AC33571E2735C_1568326657,2019-09-12T22:17:37.000Z,Traffic Hazard,30.261627,-97.736624,100-184 N Ih 35 Svrd Sb,ARCHIVED,
5F5A68E72217CE4C8A341A1B3BCDB5EDFA8411F4_1569969127,2019-10-01T22:32:07.000Z,Crash Service,30.25886,-97.747357,214 BARTON SPRINGS RD,ARCHIVED,
F7582E683F6EE18F9F96A0AD2E2B538657F8F284_1563290215,2019-07-16T15:16:55.000Z,Traffic Hazard,30.382532,-97.741674,9300 RESEARCH BLVD SB,ARCHIVED,
72A13254FD4075AFC60CBC5A7AD2A70066999FEF_1561065111,2019-06-20T21:11:51.000Z,Crash Service,30.286762,-97.765571,2104 Enfield Rd,ARCHIVED,
BA0B087E84A54FD1CAD7C38A91695633A0C0A859_1566753255,2019-08-25T17:14:15.000Z,Crash Service,30.174114,-97.784926,8405 S CONGRESS AVE,ARCHIVED,
B0EAB7A122205823E6A462917B0B2FF48D77C1C5_1559518403,2019-06-02T23:33:23.000Z,Crash Urgent,30.194926,-97.623936,3835-3999 E Sh 71 Svrd Wb,ARCHIVED,
0310477142171B7D67F2A1CD85C90A3B66BE9C57_1560902866,2019-06-19T00:07:46.000Z,Traffic Hazard,30.266456,-97.733474,800-826 E 7th St,ARCHIVED,
77639F5342DDFDDB38AA932CD45BA9997A1DCF79_1564161775,2019-07-26T17:22:55.000Z,Crash Urgent,30.405086,-97.853305,7301 N Fm 620 Rd,ARCHIVED,
1A2D9204B47A686C709C7FB4D9CE3C6106935D7B_1564012627,2019-07-24T23:57:07.000Z,COLLISN/ LVNG SCN,30.447682,-97.666701,15139-15300 N Ih 35 Svrd Nb,ARCHIVED,
7A1B52FD835B0BEBB79168905903AD903FDA01BF_1568049560,2019-09-09T17:19:20.000Z,Traffic Hazard,30.327272,-97.755954,4900 N Mopac Expy Sb,ARCHIVED,
B5AFBB263F5617EAEF5523F5DDC8831C9EEA7609_1568529347,2019-09-15T06:35:47.000Z,Crash Urgent,30.363476,-97.696822,9422 N Lamar Blvd,ARCHIVED,
F044273FF64E6267491ECB277F551DFD17D93576_1566398791,2019-08-21T14:46:31.000Z,Traffic Hazard,30.21543,-97.797687,Menchaca Rd & W Stassney Ln,ARCHIVED,
FBCE66F99C809283638F344ECB3D50674EA64189_1565909394,2019-08-15T22:49:54.000Z,Traffic Hazard,30.322608,-97.814268,2200-2217 N CAPITAL OF TEXAS HWY NB,ARCHIVED,
8D25B4C973C5DAFA021036664B080A79E0BB69A0_1561490167,2019-06-25T19:16:07.000Z,Crash Service,30.200595,-97.878441,Escarpment Blvd & W Slaughter Ln,ARCHIVED,
BFAC6A4B8FAC8CC5337C3E58459324C560CFEA67_1566018241,2019-08-17T05:04:01.000Z,Traffic Hazard,30.384446,-97.656783,12106 Carnforth Dr,ARCHIVED,
80CB5A19FE9C8F7B1DFB602B6CE549E3B82A3DBF_1566563843,2019-08-23T12:37:23.000Z,Crash Service,30.391454,-97.646437,12416-12540 Dessau Rd,ARCHIVED,
8D25B4C973C5DAFA021036664B080A79E0BB69A0_1560801216,2019-06-17T19:53:36.000Z,Traffic Hazard,30.270292,-97.754594,W 5th St & N Lamar Blvd,ARCHIVED,
BE73E73B642ECB6C6EDB4A52875A8017F69DFE5E_1562807721,2019-07-11T01:15:21.000Z,LOOSE LIVESTOCK,30.167954,-97.72298,6513-6825 Mc Kinney Falls Pkwy,ARCHIVED,
96C71E10C9F797720254BF8AB512C22BEF680B46_1559326082,2019-05-31T18:08:02.000Z,TRFC HAZD/ DEBRIS,30.081091,-97.70169,11100-11528 S Sh 45 E Wb,ARCHIVED,
FD1CDC5192FD84041D83C0EF6053A484314F07F3_1561488086,2019-06-25T18:41:26.000Z,TRFC HAZD/ DEBRIS,30.329497,-97.870912,Timber Ridge Pass & N Cuernavaca Dr,ARCHIVED,
8F787F45102D363E1B7D6EF37FC7B5DFDF956D72_1563511032,2019-07-19T04:37:12.000Z,Crash Urgent,30.138743,-97.637111,9000-blk Circuit Of The Americas Blvd,ARCHIVED,
209CBD7DF48248F976F6DD4817B07C208E0730A2_1560460821,2019-06-13T21:20:21.000Z,Crash Urgent,30.358813,-97.670861,Arborside Dr & Dessau Rd,ARCHIVED,
21CB2D42D2E92D6DF6A0CE53A8E5C8884F893B07_1564407755,2019-07-29T13:42:35.000Z,Traffic Hazard,30.369954,-97.741952,8300 N Mopac Expy Sb,ARCHIVED,
DFE0D2C4C0351B872340F99241FA89B95B66901D_1564623829,2019-08-01T01:43:49.000Z,Crash Urgent,30.231673,-97.742767,0 S Ih 35 Sb To St Edwards Ramp,ARCHIVED,
84080E163F546F114E0D57174A944192E1E7C7A1_1569844006,2019-09-30T11:46:46.000Z,Crash Urgent,30.224027,-97.701118,E Riverside Dr & Vargas Rd,ARCHIVED,
CCCFD063B99F899232D571D89D3F832308C0D0BC_1566684166,2019-08-24T22:02:46.000Z,Crash Urgent,30.407899,-97.745145,0 Balcones Woods Dr,ARCHIVED,
B365EA35EED358E8F75767E991800E44E85FFF84_1562362724,2019-07-05T21:38:44.000Z,Crash Urgent,30.29788,-97.71859,900-1039 E 41st St,ARCHIVED,
F94AD4F1C2806CBB1269483EC338538BEB996AF8_1562190132,2019-07-03T21:42:12.000Z,Crash Service,30.417505,-97.742014,5214 Duval Rd,ARCHIVED,
FBAACB960902382E4F6C96F2D8F225C24EECADB4_1567370439,2019-09-01T20:40:39.000Z,Traffic Hazard,30.354148,-97.856684,1100-1199 Zone Lake Austin,ARCHIVED,
6F34A3E0E1AF181E8A78E70C146682B7EAD12846_1560548096,2019-06-14T21:34:56.000Z,Crash Service,30.190894,-97.771743,801 E WILLIAM CANNON DR,ARCHIVED,
5DB69F242F382BE567F2B3F31C40E0D8041BB424_1567390152,2019-09-02T02:09:12.000Z,Crash Urgent,30.197754,-97.752641,2208 Deadwood Dr,ARCHIVED,
18DD8025688A8458D55DABF67D5CE9D57E155B82_1569933921,2019-10-01T12:45:21.000Z,Crash Urgent,30.227771,-97.776105,600-1024 W Ben White Blvd Wb,ARCHIVED,
02161A52F79B14CA0632CEFCB8CD025C2DE5ED0C_1564147561,2019-07-26T13:26:01.000Z,Crash Urgent,30.338911,-97.804045,3700-4018 N Capital Of Texas Hwy Sb,ARCHIVED,
0D0B359CF59B0F9E0BA32C31996184FD19B470F3_1565975306,2019-08-16T17:08:26.000Z,COLLISION,30.297837,-97.827827,S CAPITAL OF TEXAS HWY NB & BEE CAVES TO CAP TX NB RAMP,ARCHIVED,
09E9D2D3DB71BE93CB1D32B0F8546E56F5B68685_1564967363,2019-08-05T01:09:23.000Z,VEHICLE FIRE,30.406517,-97.582721,Cameron Rd & N Sh 130 Svrd Nb,ARCHIVED,
4080612570BE15E797C5DAE4449E556F77FAA2FA_1569095820,2019-09-21T19:57:00.000Z,Crash Urgent,30.16192,-97.781467,2000-2119 Charlotte Estates Dr,ARCHIVED,
77BA9CD915C8E359D9733EDCFE9C61E5ACA92AFB_1563313518,2019-07-16T21:45:18.000Z,Crash Urgent,30.29815,-97.687038,MANOR RD & E 51ST ST,ARCHIVED,
E59277ABB9129D7F9D5A1990C49E7D29654A857E_1561064974,2019-06-20T21:09:34.000Z,Traffic Hazard,30.361026,-97.740856,W Anderson Ln & Shoal Creek Blvd,ARCHIVED,
290448489A06C6A2DC62E82491212444BD6E341F_1569002331,2019-09-20T17:58:51.000Z,Crash Service,30.403558,-97.854136,6808-7013 N Fm 620 Rd,ARCHIVED,
76ABF9772D9EDFE74F787CD517B07B884C98EA8F_1560618982,2019-06-15T17:16:22.000Z,Crash Urgent,30.271324,-97.691861,1054 Springdale Rd,ARCHIVED,
ADD97DAEFA483805F4A52716BA886AC2D97841B3_1567854635,2019-09-07T11:10:35.000Z,TRFC HAZD/ DEBRIS,30.273752,-97.856875,3500-blk Lost Creek Blvd,ARCHIVED,
B0EAB7A122205823E6A462917B0B2FF48D77C1C5_1561674795,2019-06-27T22:33:15.000Z,Crash Urgent,30.269728,-97.753175,300-425 BOWIE ST,ARCHIVED,
DE7086705D37E33FB281DE6BCCAC20E203C576BE_1560042000,2019-06-09T01:00:00.000Z,COLLISION WITH INJURY,30.448869,-97.656096,Sarahs Creek Dr & W Pecan St,ARCHIVED,
4D6FD598EF1F0E4BA6A5774BEFF6B61D7FAFA828_1563463420,2019-07-18T15:23:40.000Z,Crash Urgent,30.218503,-97.766689,4214-4355 S Congress Ave,ARCHIVED,
ED82ABD47CE01FF81B7493F084EFF25A84D51E95_1567443731,2019-09-02T17:02:11.000Z,TRFC HAZD/ DEBRIS,30.442064,-97.690507,14201-14417 Double File Trl,ARCHIVED,
98A0AE781A4FC04FC2F55A87178C8BD2CCAEA8A7_1564486714,2019-07-30T11:38:34.000Z,Crash Urgent,30.2555,-97.745256,166 E Riverside Dr,ARCHIVED,
B356A4362679769BC94A505BAF7000D13AF23FE9_1565457359,2019-08-10T17:15:59.000Z,Traffic Hazard,30.313464,-97.737571,W 45th St & N Lamar Blvd,ARCHIVED,
CAADB19AD59D4C77D722924EB5B27F6DAE1B2AD8_1567812626,2019-09-06T23:30:26.000Z,Traffic Hazard,30.270292,-97.754594,0 W 5th St & N Lamar Blvd,ARCHIVED,
7A85670A2F9DBF6951AD6F931A0977A2368E6726_1563474206,2019-07-18T18:23:26.000Z,Crash Service,30.238429,-97.789697,3816 S Lamar Blvd Sb,ARCHIVED,
7D4424E40C2C317E20A604552DE29589E03390B2_1562954219,2019-07-12T17:56:59.000Z,Traffic Hazard,30.33763,-97.718872,N Lamar Blvd & Airport Blvd,ARCHIVED,
B7553C6080F116F0115B1F080E03484B98292D8B_1562791924,2019-07-10T20:52:04.000Z,Crash Urgent,30.332215,-97.6866,1500-2125 E Anderson Ln Svrd Eb,ARCHIVED,
C51924F09B7A115683511FD1FC4A3F9F058103C3_1567512457,2019-09-03T12:07:37.000Z,COLLISION WITH INJURY,30.234496,-97.9111,W Us 290 Hwy & Circle Dr,ARCHIVED,
00D77B942E978BCC69980155176DDAD9534B4118_1564446148,2019-07-30T00:22:28.000Z,Traffic Hazard,30.182063,-97.899622,Escarpment Blvd & S Sh 45 W Wb,ARCHIVED,
7353E3051F54AAD2559A3C0AF3FD6B7476032D34_1566914502,2019-08-27T14:01:42.000Z,Crash Urgent,30.238171,-97.738131,1915 S Ih 35 Svrd Nb,ARCHIVED,
AC4F9C4D3E9AD785B9A4CA215E2F6EE6567E51F7_1562938598,2019-07-12T13:36:38.000Z,Traffic Hazard,30.236899,-97.783859,3500-3711 Menchaca Rd,ARCHIVED,
8DF5F9BFC9002F191A4EA6FF14D54B2BFE032BEA_1563466122,2019-07-18T16:08:42.000Z,Traffic Hazard,30.335252,-97.806242,N Capital Of Texas Hwy Nb & Westlake Dr,ARCHIVED,
AD5EFBFC94BA12B4C7A5DD1040E58407E4D5D2E6_1567772105,2019-09-06T12:15:05.000Z,zSTALLED VEHICLE,30.197108,-97.787848,W William Cannon Dr & S 1st St,ARCHIVED,
59E221A4758B17362BDEAE901C5A8F58057468B2_1562103459,2019-07-02T21:37:39.000Z,Crash Urgent,30.239963,-97.737591,1800 S Ih 35 Sb,ARCHIVED,
948B13C7BA369F02FC29D936C124689877023958_1565742376,2019-08-14T00:26:16.000Z,Crash Urgent,30.305956,-97.707488,Barbara Jordan Blvd & Lancaster Dr,ARCHIVED,
F94AD4F1C2806CBB1269483EC338538BEB996AF8_1562627950,2019-07-08T23:19:10.000Z,Traffic Hazard,30.434084,-97.770148,Spicewood Springs Rd & N Us 183 Hwy Svrd Sb,ARCHIVED,
418E19155782FC7F12CED8332C8ED025AEC227A5_1569091638,2019-09-21T18:47:18.000Z,Traffic Hazard,30.241929,-97.736403,1600 S IH 35 SB,ARCHIVED,
0A24D3CB30F8C1B8F9ED74664BEAFD46ECCD055D_1563451477,2019-07-18T12:04:37.000Z,Crash Urgent,30.235444,-97.858877,6244-6308 W Us 290 Hwy Wb,ARCHIVED,
EAE18E90C55AFEFAE7F95DF6164CF084AC2FBC54_1568379449,2019-09-13T12:57:29.000Z,Crash Urgent,30.271832,-97.732263,1100 N IH 35 NB,ARCHIVED,
D153F27E3301C925898E63BFBF9AC067701D5FE0_1566912654,2019-08-27T13:30:54.000Z,Crash Urgent,30.258041,-97.747826,205 W Riverside Dr,ARCHIVED,
EA0A27268C155F17DC639A67B1AB97CCB5165233_1561114009,2019-06-21T10:46:49.000Z,Crash Urgent,30.225135,-97.767646,0 S 1st To Ben White Eb Ramp,ARCHIVED,
19EC4DAD2E6CF9800798960CBC6401B1E962E39D_1560125104,2019-06-10T00:05:04.000Z,Traffic Hazard,30.36215,-97.740388,Shoal Creek Blvd & Great Northern Blvd,ARCHIVED,
0AEBF3A9339A0D976E082525062CB64CFC9BA651_1566306490,2019-08-20T13:08:10.000Z,Crash Service,30.34261,-97.76286,3800 Fm 2222 Rd,ARCHIVED,
5C9B7D46FD8D929EB59C92FE99248FADC16B8D2F_1565822926,2019-08-14T22:48:46.000Z,Traffic Hazard,30.137763,-97.796799,11300 S Ih 35 Nb,ARCHIVED,
5B48D88A19941E3F151D49ECD72B30B650EA917A_1559498073,2019-06-02T17:54:33.000Z,Crash Service,30.254395,-97.808078,2901 S Capital Of Texas Hwy Nb,ARCHIVED,
E1687F7478020253F747B6F9BAF48D571471B18C_1567459948,2019-09-02T21:32:28.000Z,TRFC HAZD/ DEBRIS,30.232138,-97.977303,11903-12141 FITZHUGH RD,ARCHIVED,
1E768A21723E530122240FA219BFF8C3365F40B2_1561150719,2019-06-21T20:58:39.000Z,Crash Urgent,30.276514,-97.803345,3425 BEE CAVES RD,ARCHIVED,
09579C1001A01217326658A67CF8329AB41EDB97_1561328110,2019-06-23T22:15:10.000Z,COLLISION,30.153542,-97.668903,6609-7319 S Fm 973 Rd,ARCHIVED,
6BCD402B6029418E0D07A18B88FEE81085294D6A_1568480656,2019-09-14T17:04:16.000Z,zSTALLED VEHICLE,30.25847,-97.736963,100 N Ih 35 Nb,ARCHIVED,
B01F67ADB17354737D273B0CAE8D36366B08AF91_1560205094,2019-06-10T22:18:14.000Z,Traffic Hazard,30.30341,-97.729293,4110 Avenue G,ARCHIVED,
32F6CBAB415ED6D718F61FC88F136EAFC6DADD31_1566482105,2019-08-22T13:55:05.000Z,Traffic Hazard,30.317544,-97.746234,2500-2505 W 45TH ST,ARCHIVED,
D91149F7FF51BE92003E0BDA07CFD0FC2B514AFF_1569519827,2019-09-26T17:43:47.000Z,Traffic Hazard,30.302191,-97.737005,400-599 W 38th St,ARCHIVED,
570722B44EC7003126D686B70703051E72FF7408_1566422953,2019-08-21T21:29:13.000Z,Crash Service,30.235496,-97.87697,7101 W SH 71,ARCHIVED,
8C99E890FB1DC905B1E23FC12A520D0B6178F51A_1560700552,2019-06-16T15:55:52.000Z,Crash Service,30.425003,-97.75167,12000 Research Blvd Svrd Sb,ARCHIVED,
BA0B087E84A54FD1CAD7C38A91695633A0C0A859_1563039790,2019-07-13T17:43:10.000Z,Traffic Hazard,30.260995,-97.735784,N Ih 35 Svrd Nb & E Cesar Chavez St,ARCHIVED,
28D45187F026D4FCF15333C3928B58087FA27B5B_1564530614,2019-07-30T23:50:14.000Z,TRFC HAZD/ DEBRIS,30.19331,-97.624016,0 S SH 130 NB TO E SH 71 RAMP,ARCHIVED,
00B7858A85FE7328455145A1552E17378E980FE7_1569281398,2019-09-23T23:29:58.000Z,Traffic Hazard,30.285722,-97.764275,1400 N Mopac Expy Sb,ARCHIVED,
176B1B0EF1B284F707225CED782648F4D0025AC9_1569024861,2019-09-21T00:14:21.000Z,Traffic Hazard,30.257974,-97.81223,Walsh Tarlton Ln & S Capital Of Texas Hwy Nb,ARCHIVED,
FF17B1B381C67D36E520787D6B2FAE6F68421417_1566486209,2019-08-22T15:03:29.000Z,Crash Service,30.242902,-97.736103,1524 S Ih 35 Svrd Sb,ARCHIVED,
FEC3F49EB8E803BC30A24ED51FD04E89853CA09F_1563379639,2019-07-17T16:07:19.000Z,Crash Urgent,30.265629,-97.734205,N Ih 35 Svrd Nb & E 6th St,ARCHIVED,
B25B748A59D8B6B5B5AE3E9D985289E795C874ED_1568401054,2019-09-13T18:57:34.000Z,Crash Service,30.259754,-97.725745,302 Chalmers Ave,ARCHIVED,
8C61A4A74B6AD2B681911AC61AA3DE09EC0C7A93_1559818504,2019-06-06T10:55:04.000Z,Traffic Hazard,30.403526,-97.638001,1700-1824 E Howard Ln,ARCHIVED,
D2FCE7D4FAE7323EA1B94F177E0A41A42FE0DD09_1566514757,2019-08-22T22:59:17.000Z,Crash Service,30.264137,-97.743544,110 E 2nd St,ARCHIVED,
5B3FFC638115EC1ACFCD9098DD56778C27F5033D_1568534402,2019-09-15T08:00:02.000Z,LOOSE LIVESTOCK,30.315596,-97.538931,BLAKE MANOR RD & CUTBACK DR,ARCHIVED,
68C09AF3ACBBC95F48AD80178F5A4F8F6E18C732_1563586163,2019-07-20T01:29:23.000Z,Crash Urgent,30.264273,-97.74036,E 3rd St & Trinity St,ARCHIVED,
A8D01DD316E90B6E072F8D10BE9A327B06CEBCDC_1560137843,2019-06-10T03:37:23.000Z,Traffic Hazard,30.26953,-97.748087,513 W 6th St,ARCHIVED,
E114DE9E4C8A8B219BB3452D9EAF7754F354C56E_1562623216,2019-07-08T22:00:16.000Z,Crash Urgent,30.338304,-97.715525,615 W St Johns Ave,ARCHIVED,
6C94C10A53F2E02BE415FD6A1533ED3F7B788663_1559661963,2019-06-04T15:26:03.000Z,Crash Service,30.367916,-97.70596,9414 PARKFIELD DR,ARCHIVED,
737E60BCDA32DA02106D94B05EB933C2664D96F9_1565311391,2019-08-09T00:43:11.000Z,Traffic Hazard,30.278499,-97.72993,800-821 E Martin Luther King Jr Blvd,ARCHIVED,
FBF9948DA785087DCB5C16CE440732A7F6126FED_1564142395,2019-07-26T11:59:55.000Z,Traffic Hazard,30.22248,-97.764171,E Ben White Blvd Svrd Eb & S Congress Ave,ARCHIVED,
6C8E459F96D9CF05E1FAC5432DF1066B42609E52_1560281656,2019-06-11T19:34:16.000Z,Crash Service,30.170497,-97.611843,Coomes Dr & Pasquarella Dr,ARCHIVED,
FB21052C91D54236F8B126EFE00C629662C849FB_1566763527,2019-08-25T20:05:27.000Z,COLLISION,30.499856,-97.58059,21300-blk N Sh 130 Svrd Nb,ARCHIVED,
BCB8DE9F87FD30BC5D8EEB36C364469A4D26E04D_1564593482,2019-07-31T17:18:02.000Z,Traffic Hazard,30.319542,-97.730147,700-799 ZENNIA ST,ARCHIVED,
